,inci,title,peh_class
6,"['Aqua', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'PPG-3 Benzyl Ether\xa0Myristate', 'Hydrolyzed Pea Protein', 'Keratin', 'Hydrolyzed Keratin', 'Collagen', 'Hydrolyzed Elastin', 'Cetrimonium Chloride', 'Starch Hydroxypropyltrimonium Chloride', 'Phenoxyethanol', 'Benzoic Acid', 'Dehydroacetic Acid', 'Parfum', 'Butylphenyl\xa0Methylpropional', 'Benzyl salicylate', 'Coumarin', 'Limonene', 'Geraniol', 'Linalool', 'Hexyl Cinnamal']",Anwen MAŁA Odżywka Proteinowa Orchidea – odżywka do włosów o wysokiej porowatości,P
0,"['Panthenol', 'Aqua']",Calaya D-pantenol w roztworze wodnym 75% – nawilżający półprodukt do mgiełek i odżywek DIY,H
1,"['Propylene Glycol', 'Aqua', 'Rubus Idaeus (Raspberry) Fruit Extract', 'Phenoxyethanol', 'Methylparaben']",Calaya – płynny ekstrakt z maliny,H
2,"['Aqua', 'Urea', 'Propylene Glycol', 'Glycerin', 'Biosaccharide Gum-1', 'Sodium Lactate', 'Lactic Acid', 'L-Arginine', 'Hydroxyethylcellulose']",Cerkogel 30% – keratolityczny żel mocznikowy do peelingu skóry głowy,H
3,"['Aqua (Water)', 'Glycerin', 'Emblica Officinalis (Amla) Fruit Extract', 'Betaine', 'Cetrimonium Chloride', 'Inulin', 'Panthenol', 'Guar Hydroxypropyltrimonium Chloride', 'Ubiquinone\xa0(coenzyme Q10)', 'Tocopherol Acetate (Vitamin E)', 'Perfume', 'Benzyl Alcohol', 'Caprylyl Glycol', 'C12-C15 Alkyl Benzoate', 'Sodium Benzoate', 'Potassium Sorbate']","Eco Laboratorium – serum do włosów, mgiełka, ochrona koloru, indyjska amla",H
4,['Alcea Rosea Nigra Flower'],"Dary Natury – kwiat czarnej malwy, na kojące płukanki DIY",H
5,"['Glycerin', 'Aqua', 'Pyrus Malus Fruit Extract', 'Potassium Sorbate', 'Sodium Benzoate']",Calaya – płynny ekstrakt z jabłka,H
6,"['Aqua', 'Glycerin', 'Carbomer', 'Aminomethyl Propanol', 'Polysorbate-20', 'Phenoxyethanol', 'Polyvinylpyrrolidone', 'Parfum', 'Ethylhexylglycerin', 'Tetrasodium EDTA', 'Hydrolyzed Wheat Protein', 'Sodium Hydroxide', 'Sodium Glycolate', 'Cocos Nucifera (Coconut) Oil', 'Linum Usitatissimum (Linseed) Seed Oil', 'Potassium Sorbate']",AUNT JACKIE’S CURL BOSS COCONUT CURLING GELÉE – żel do stylizacji fal i loków,H
7,"['Water (Aqua/Eau)', 'Glycerin', 'Carbomer', 'Aminomethyl Propanol (Water Soluble)', 'Phenoxyethanol', 'Polyvinylpyrrolidone', 'Polysorbate-20', 'Hydrolyzed Wheat Protein', 'Parfum', 'Ethylhexylglycerin', 'Tetrasodium EDTA', 'Sodium Hydroxide', 'Sodium Glycolate', 'Potassium Sorbate', 'Linum Usitatissimum (Linseed) Seed Oil', 'Tocopherol', 'Limonene', 'Hexyl Cinnamal', 'Linalool', 'Amyl Cinnamal', 'Buthylphenyl Methylpropional']",AUNT JACKIE’S DON’T SHRINK FLAXSEED ELONGATING CURLING GEL – utrwalający żel do fal i loków z olejem lnianym24,H
8,"['Citrus Aurantium Dulcis Fruit Water', 'Aqua', 'Nicotinicum Acid', 'Aloe Barbadensis (Aloe Vera) Leaf Extract', 'Chamomilla Recuitita (Matricaria) Flower Extract', 'Salvia Officinalis (Sage) Oil', 'Hyaluronic Acid', 'Sharomix']","DNC – łagodny, nawilżający tonik na porost i przeciw łupieżowi, z kwasem nikotynowym (wit. B3) i hydrolatem pomarańczowym",H
9,"['Citrus Aurantium Amara Flower Water', 'Aqua', 'Sodium Hyaluronate', 'Glycerin', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Hydrolyzed Keratin', 'Hydrolyzed Vegetable Protein', 'Hydrolyzed Collagen', 'Hydrolyzed Silk', 'Leuconostoc/Radish Root Ferment Filtrate', 'Hydrolyzed Elastin', 'Cetrimonium Chloride']","DNC – hialuronowy “wypełniacz” do włosów, dodatek do odżywek DIY: keratyna, jedwab, kolagen i proteiny roślinne z nutą pomarańczy",H
10,"['Aqua', 'Kalanchoe Pinnata Leaf Extract', 'Aloe Barbadensis (Aloe Vera) Leaf Extract', 'Glycerin', 'DMDM Hydantoin']","GorVita – żyworódka w płynie, nawilżająca mgiełka z aloesem",H
11,"['Lavandula Angustifolia (Lavender) Flower Water', 'Equisetum Arvense (Horsetail) Herbs Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Salvia Officinalis (Sage) Leaf Extract', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Panthenol (Pro-Vitamin B5)', 'Glycerin', 'Citric Acid', 'Citrus Grandis (Grapefruit) Seed Extract']","KINKY CURLY SPIRAL SPRITZ, NATURAL STYLING SERUM – serum do stylizacji",H
12,"['Aqua with infusions of:', 'Melia Azadirachta (Neem) Seed Oil', 'Centella Asiatica Leaf Extract', 'Euterpe Oleracea (Acai) Fruit Extract', 'Juniperus Communis Fruit Extract', 'Bambusa Vulgaris Leaf/Stem Extract', 'Cetearyl Alcohol', 'Glyceryl Stearate', 'Hydroxypropyltrimonium Chloride', 'Dicaprylyl Ether', 'Citric Acid', 'Organic Santalum Album (Sandalwood) Oil', 'Cedrus Atlantica Bark Oil', 'Benzyl Alcohol', 'Benzoic Acid', 'Sorbic Acid', 'CI 77019', 'CI 77891']","PLANETA ORGANICA MASKA DO WŁOSÓW ZŁOTA AJURWEDYJSKA – GĘSTOŚĆ I WZROST Humektantowa, nawilżająca",H
13,"['Aqua', 'Glycerin', 'Cetearyl Alcohol', 'Propanediol', 'behentrimonium methosulfate', 'Stearyl Alcohol', 'Butyrospermum Parkii (Shea) Butter', 'Polyquaternium-11', 'Fragrance (Parfum)', 'Cetyl Alcohol', 'Polyquaternium-10', 'Phenoxyethanol', 'Polysorbate-20', 'Glycine Soja (Soybean) Seed Oil', 'Olea Europaea (Olive) Fruit Oil', 'Ethylhexylglycerin', 'Silk Amino Acids', 'Canola Oil', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Hydrolyzed Silk', 'Lonicera Caprifolium (Honeysuckle) Flower Extract', 'Macrocystis Pyrifera (Kelp) Extract', 'Salvia Officinalis (Sage) Leaf Extract', 'Vitis Vinifera (Grape) Seed Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Cocos Nucifera (Coconut) Fruit Extract', 'Persea Gratissima (Avocado) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Mangifera Indica (Mango) Seed Butter', 'Argania Spinosa Kernel Oil', 'Melia Azadirachta (Neem) Seed Oil', 'Daucus Carota Sativa (Carrot) Seed Oil', 'Macadamia Ternifolia Seed Oil', 'Mangifera Indica (Mango) Seed Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Benzyl Benzoate', 'Coumarin', 'Hexyl Cinnamal']",CANTU CURL ACTIVATOR CREAM – Aktywator skrętu,H
14,"['Aqua', 'Glycerin', 'Vinegar', 'Polysorbate-20', 'Polyquaternium-6', 'Moringa Oleifera Seed Extract', 'Polyquaternium-70', 'Prinus Armeniaca Fruit Extract', 'Prunus Persica (Peach) Fruit Extract', 'Pyrus Malus Fruit Extract', 'Pyrus Malus Juice', 'Prunus Persica Juice', 'Triticum Vulgare Seed Extract', 'Hordeum Vulgare Seed Extract', 'Panax Ginseng root Extract', 'Propanediol', 'Phenoxyethanol', 'Caprylyl Glycol', 'Glyceryl Caprylate', 'Glyceryl Undecylenate', 'Polysorbate 80', 'Potassium Sorbate', 'Sodium Benzoate', 'Dipropylene Glycol', 'Parfum', 'Citric Acid', 'Geraniol', 'Limonene', 'Linalool', 'Alpha Isomethyl Ionone']",SESSIO DETOX SPRAY – nawilżająco-wygładzająca mgiełka z octem,H
15,"['Aqua', 'Myristyl Alcohol', 'Behenamidopropyl Dimethylamine', 'Zeolite', 'Undaria Pinnatifida Extract', 'Fucus Vesiculosus Extract', 'Ilex Paraguariensis Leaf Extract', 'Melissa Officinalis Leaf Extract', 'Nelumbo Nucifera (Lotos) Flower Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Himanthalia Elongata Extract', 'HYDROLYZED ADANSONIA DIGITATA SEED EXTRACT (BAOBAB EXTRACT)', 'Betaine', 'Proline', 'Serine', 'Inositol', 'Fructose', 'Glycine', 'Niacinamide', 'Urea', 'Sodium PCA', 'Glycerin', 'Panthenol', 'Sodium Benzoate', 'Sodium Dehydroacetate', 'Sodium Lactate', 'Lactic Acid', 'Benzyl Alcohol', 'Citronellol', 'Geraniol', 'Citric Acid', 'Parfum']","Maternatura Urban Protection – oczyszczająca odżywka zeolitowa, algi, lotos, yerba i baobab",H
16,"['Simmondsia Chinensis (Jojoba) Seed Oil', 'Water (Aqua)', 'Glycerin', 'Carboxymethylcellulose', 'Fragrance (Parfum)', 'Butyrospermum Parkii (Shea) Butter', 'Pectin', 'Cocos Nucifera (Coconut) Oil', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Glycine Soja (Soybean) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Persea Gratissima (Avocado) Seed Oil', 'Olea Europaea (Olive) Fruit Oil', 'Mangifera Indica (Mango) Seed Oil', 'Argania Spinosa (Argan) Kernel Oil', 'Melia Azadirachta (Neem) Seed Oil', 'Daucus Carota Sativa (Carrot) Seed Oil', 'Mangifera Indica (Mango) Seed Butter', 'Vitis Vinifera (Grape) Seed Extract', 'Canola Oil', 'Lonicera Japonica (Honeysuckle) Flower Extract', 'Laminara Cloustoni (Sea Kelp) Extract', 'Salvia Officinalis (Sage) Leaf Extract', 'Macadamia Ternifolia Seed Oil', 'Vitis Vinifera (Grape) Seed Oil', 'Urtica Dioica (Nettle) Leaf Extract', 'Hydrolyzed Silk', 'Silk Amino Acids', 'Althaea Officinalis (Marshmallow) Root Extract', 'Chamomilla Recuitita (Matricaria) Flower Extract', 'Equisetum Arvense (Horsetail) Herbs Extract', 'Agave Rigida (Sisal) Extract', 'Phenoxyethanol', 'Ethylhexylglycerin']",CANTU DEFINE SHINE CUSTARD – krem stylizujący do zwiększenia definicji,H
17,"['Water (Aqua)', 'Glycerin', 'VP/VA copolymer', 'Propanediol', 'Pvp', 'PEG-40 Hydrogenated Castor Oil', 'Lactobacillus/Tomato Fruit Ferment Extract', 'Oryza Sativa (Rice) Extract', 'Keratin Amino Acids', 'Leuconostoc/Radish Rootferment Filtrate', 'Acyl Coenzyme A Desaturase (SCD-1)', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Fragrance (Parfum)', 'Disodium Edta', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Sodium Hydroxide']",NOT YOUR MOTHER’S CURL TALK FRIZZ CONTROL SCULPTING GEL – mocny nawilżający żel definiujący i utrzymujący skręt,H
18,"['Propylene Glycol', 'Aqua', 'Sodium PCA', 'Glucose', 'Urea', 'Glutamic Acid', 'Lysine', 'Glycine', 'Allantoin', 'Lactic Acid']",Calaya – NMF naturalny czynnik nawilżający,H
19,['Agar'],"Dary Natury, agar-agar, do wegańskiego, nawilżającego zabiegu “laminowania” włosów",H
20,['Rosa Flower Petals'],"Dary Natury – suszone, EKO płatki róży, ukojenie i nawilżenie dla podrażnionej skóry",H
21,"['Aqua', 'Cetearyl Alcohol', 'Glycerin', 'Behentrimonium Chloride', 'Cetrimonium Chloride', 'Hydroxyethylcellulose', 'Cetrimonium Bromide', 'Whey', 'Scutellaria Baicalensis Root Extract', 'Cetraria Nivalis Extract', 'Aralia Mandshurica Root Extract', 'Organic Rhodiola Rosea Root Extract', 'Alnus Glutinosa Extract', 'Benzyl Alcohol', 'Sorbic Acid', 'Benzoic Acid', 'Citric Acid', 'Parfum']",BANIA AGAFII OCHRONA WŁOSÓW FARBOWANYCH – pielęgnacyjny balsam do włosów,H
22,"['Water (Aqua/Eau)', 'Pvp', 'Glycerine', 'PPG-5-Ceteth-20', 'Sorbitol', 'Butyrospermum Parkii (Shea) Butter', 'Carbomer', 'Hydroxyethylcellulose', 'Fragrance', 'Propylene Glycol', 'peg-180', 'peg-90m', 'Sodium Hydroxide', 'Tetrasodium EDTA', 'Chlorphenesin', 'Phenoxyethanol', 'Ethylhexylglycerin']",CANTU STAY GLUE MEGA HOLD STYLING GEL – mocny żel do stylizacji włosów kręconych,H
23,"['Aqua', 'Urea', 'Glycerin', 'Sodium Chloride', 'Sodium Lactate', 'Hydroxyethylcellulose', 'Niacinamide', 'Lactic Acid']",Cerkogel 40 % – keratolityczny żel mocznikowy do peelingu skóry głowy,H
24,['Helichrysum Italicum Flower Water'],Natura Receptura – wzmacniający hydrolat z kwiatów kocanki,H
25,['Rosa Alba Flower Powder'],"Hesh – puder z płatków róży, delikatny peeling i nawilżająca maseczka DIY na włosy i skórę głowy",H
26,['Adansonia Digitata (Baobab) Fruit Powder'],"Phitofilos, I sepmlici – nawilżający owoc baobabu",H
27,"['Sodium Hyaluronate', 'Aqua', 'Hyaluronic Acid', 'Phenoxyethanol', 'Ethylhexylglycerin']","Natura Receptura – nawilżający kwas hialuronowy w żelu, potrójny, 1%",H
28,"['Aqua', 'Glycerin', 'Propanediol', 'Panthenol', 'Aloe Barbadensis (Aloe Vera) Leaf Extract', 'Ginkgo Biloba Leaf Extract', 'Hydroxyethylcellulose', 'Sodium Alginate', 'Allantoin', 'Lavandula Officinalis (Lavender) Flower Essential Oil', 'Citrus Aurantium Dulcis Oil', 'Pelargonium Graveolens Oil', 'Rosmarinus Officinalis (Rosemary) Leaf Essential Oil', 'Benzyl Alcohol', 'Dehydroacetic Acid', 'Limonene', 'Linalool', 'Citronallol', 'Geraniol']","Sylveco, Aloesove – nawilżający, kojący żel do włosów i skóry głowy: aloes, ginkgo biloba i alantoina",H
29,['Camellia Sinensis (Green Tea) Leaf Floral Water'],Your Natural Side – kojący hydrolat z zielonej herbaty,H
30,"['Aqua', 'Polyquaternium-11', 'Glycerin', 'Xanthan Gum', 'Ricinus Communis (Castor) Seed Oil', 'Polysorbate-20', 'Fragrance', 'Phenoxyethanol', 'Benzyl Alcohol', 'Potassium Sorbate', 'Tocopherol Acetate (Vitamin E)', 'Panthenol']",MIXED CHICKS Curl Sculptor – lekki definiujący krem do stylizacji z panthenolem,H
31,"['Water (Aqua)', 'Carbomer', 'Glycerin', 'Pvp', 'polysobate -20', 'sodium hydroxy methyl glycinate', 'Cannabis Sativa (Hemp) Seed Oil', 'Triethanolamine', 'EDTA', 'Olea Europaea (Olive) Fruit Oil', 'Ricinus Communis (Castor) Seed Oil', 'mica', 'titanium dioxide and iron oxide', 'FD & C yellow 5 (CI 19140)', 'Fragrance (Parfum)', 'benzil benzoate', 'Citral', 'd-Limonene', 'Hexyl Cinnamal', 'Lilial', 'Linalool', 'methyl lonone gamma']",ECO STYLE CANNABIS SATIVA OIL STYLING GEL – żel stylizujący,H
32,"['Aqua', 'Panax Ginseng Extract', 'Argania Spinosa Kernel Oil', 'Theobroma Cacao (Cocoa) Seed Butter', 'Glycerin', 'Behenamidopropyl Dimethylamine', 'Hibiscus Flower Extract', 'Glyceryl Monostearate', 'Aesculus Hippocastanum Extract', 'Glyceryl Stearate SE', 'Cananga Odorata (Ylang Ylang) Flower Essential Oil', 'Perfume', 'Lactic Acid', 'Benzoic Acid', 'Sorbic Acid', 'Dehydroacetic Acid', 'Benzyl Alcohol']",ECO LABORATORIE ARGAN SPA GŁĘBOKIE ODŻYWIENIE I BLASK – odbudowa maska do włosów zniszczonych i farbowanych,H
33,"['Aqua', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Glycerin', 'Polyglyceryl-3 PCA', 'Rose Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Cichorium Intybus (Chicory) Leaf Extract', 'Hydrolyzed Rhodophyceae Extract', 'Panthenol', 'Linoleic Acid', 'Menthol', 'Biotin', 'Lactic Acid', 'Citrus Aurantifolia Extract', 'Cymbopogon Flexuosus (Lemongrass) Leaf Extract', 'Parfum', 'Tetrasodium Glutamate Diacetate', 'Dehydroacetic Acid', 'Benzyl Alcohol', 'Potassium Sorbate', 'Sodium Benzoate']",YOPE ŚWIEŻA TRAWA – nawilżająca odżywka do włosów,H
34,"['Sodium Hyaluronate', 'Aqua', 'Hyaluronic Acid', 'Phenoxyethanol', 'Ethylhexylglycerin']","Natura Receptura – nawilżający kwas hialuronowy w żelu 3%, potrójny, 10 ml",H
35,"['Aqua', 'Butyrospermum Parkii (Shea) Butter', 'Orchis Mascula (Orchid) Flower Extract', 'Vegetable Glycerin', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Caprylic/Capric Triglyceride', 'Vitis Vinifera (Grape) Seed Oil', 'Panthenol', 'Cyclopentasiloxane', 'Dimethiconol', 'Benzyl Alcohol', 'Ethylhexylglycerin', 'Perfume', 'Hydroxyethylcellulose', 'Polyquaternium-10', 'Citric Acid']",CAFE MIMI AKTYWACJA WZROSTU – maska do włosów z orchideą,H
36,"['Water', 'Glycerin', 'hydrolyzed corn starch', 'Polysorbate-20', 'chondrus (seaweed) crispus', 'Honey', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Butyrospermum Parkii (Shea) Butter', 'Glucose', 'Hydroxyethylcellulose', 'xantahn gum', 'Pectin', 'diazolidynyl urea', 'Fragrance', 'Tocopheryl Acetate', 'Benzyl Benzoate', 'iodopropynyl butylcarbamate']",BIOCARE CURLS AND NATURALS CURL DEFINING CUSTARD – żel do stylizacji,H
37,"['Aqua', 'Hamamelis Virginiana Leaf Floral Water', 'Panthenol', 'Allantoin', 'PEG-25 Hydrogenated Castor Oil', 'Sodium Hydroxide', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Parfum', 'CI 19140']",Fitomed – nawilżająca mgiełka oczarowa,H
38,"['Aqua', 'Glycerin', 'Glyceryl Acrylate/Acrylic Acid Copolymer', 'Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Pectin', 'Betaine', 'Emblica Officinalis Fruit Powder', 'Acacia Concinna Fruit Powder', 'Tocopheryl Acetate', 'Fragrance (Parfum)', 'Linum Usitatissimum (Linseed) Seed Extract', 'Carbomer', 'PPG-5-Ceteth-20', 'Aminomethyl Propanol', 'Polyquaternium-11', 'Caprylyl Glycol', 'Phenoxyethanol', 'Potassium Sorbate', 'Coumarin', 'Limonene']",AS I AM COIL DEFINING JELLY – żel do stylizacji,H
39,"['Aqua', 'Vaccinium Angustifolium Fruit Extract', 'Cocos Nucifera (Coconut) Oil', 'Vegetable Glycerin', 'Cetearyl Alcohol', 'Caprylic/Capric Triglyceride', 'Behentrimonium Chloride', 'Behenamidopropyl Dimethylamine', 'Benzyl Alcohol', 'Ethylhexylglycerin', 'Perfume', 'Dipropylene Glycol', 'Polysilicone-29', 'Hydroxyethylcellulose', 'Panthenol', 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride', 'Lactic Acid']",CAFE MIMI ODŻYWIENIE I REGENERACJA – maska do włosów zniszczonych i farbowanych,H
40,"['Aqua', 'Rosa Damascena Petal Flower Water', 'Panthenol', 'Allantoin', 'Aniba Rosaeodora Essential Oil', 'PEG-40 Hydrogenated Castor Oil', 'Sodium Hydroxide', 'Phenoxyethanol', 'Ethylhexylglycerin', 'CI 16255', 'CI 42090']",Fitomed – nawilżająca mgiełka różana,H
41,"['Aqua', 'Lavandula Angustifolia (Lavender) Flower Extract', 'Panthenol', 'Allantoin', 'Lavandula Angustifolia Flower Oil', 'PEG-40 Hydrogenated Castor Oil', 'Sodium Hydroxide', 'Phenoxyethanol', 'Ethylhexylglycerin', 'CI 42090', 'CI 16255']","Fitomed – lawendowa mgiełka nawilżająca pod olej, z pantenolem i alantoiną",H
42,"['Aqua', 'Sodium PCA', 'Betaine', 'Sorbitol', 'Glycine', 'Alanine', 'Proline', 'Serine', 'Threonine', 'Arginine', 'Lysine', 'Glutamic Acid', 'Pelos', 'Tocopheryl Acetate', 'Tilia Cordata Leaf Extract', 'Urtica Dioica (Nettle) Leaf Extract', 'Aesculus Hippocastanum Leaf Extract', 'Calendula Offi\xadci\xadna\xadlis (Marigold) Flower Ex\xadtract', 'Arctium Lappa (Burdock) Root Extract', 'Melissa Officinalis Leaf Extract', 'Panicum Miliaceum Seed Extract', 'Viola Tricolor Flower Extract', 'Calluna Vulgaris Herb Extract', 'Saponaria Officinalis Root Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Lavandula Officinalis (Lavender) Flower Essential Oil', 'PEG-40 Hydrogenated Castor Oil', 'PEG-7 Glyceryl Cocoate', 'Butyrospermum Parkii (Shea) Butter', 'Tetrasodium EDTA', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'Citric Acid', 'CI 19140', 'CI 42090', 'CI 15985']",FRATTI ANTYOKSYDACYJNY SPRAY – mgiełka do włosów na bazie szungitu,H
43,['Althaea Officinalis (Marshmallow) Root Powder'],"Phitofilos, I semplici – Altea, nawilżający prawoślaz",H
44,"['Aqua', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Glycerin', 'Propylene Glycol', 'Butylene Glycol', 'Cetearyl Alcohol', 'Behentrimonium Chloride', 'Cetyl Alcohol', 'Parfum', 'Polyquaternium-11', 'Pvp', 'Polyquaternium-10', 'Hydroxyethylcellulose', 'Argania Spinosa (Argan) Kernel Oil', 'Cocos Nucifera (Coconut) Oil', 'Mangifera Indica (Mango) Seed Oil', 'Butyrospermum Parkii (Shea) Butter', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Persea Gratissima (Avocado) Seed Oil', 'Olea Europaea (Olive) Fruit Oil', 'Sodium acetate', 'Isopropyl alcohol', 'Benzyl Benzoate', 'Limonene', 'Linalool', 'Phenoxyethanol', 'Benzyl Alcohol']",CREME OF NATURE MOISTURE & SHINE CURL ACTIVATOR CREME – aktywator skrętu z olejem arganowym,H
45,['Laminaria Digitata Powder'],"Calaya – mikronizowane algi Laminaria digitata, nawilżające",H
46,['Rosa Damascena Petal Flower Water'],Your Natural Side – wzmacniający hydrolat z róży damasceńskiej,H
47,"['Aqua', 'Cetearyl Alcohol', 'Glycerin', 'Behentrimonium Chloride', 'Cetrimonium Chloride', 'Hydroxyethylcellulose', 'Cetrimonium Bromide', 'Organic Amaranthus Caudatus Seed Oil', 'Organic Oxycoccus Palustris Seed Oil', 'Organic Primula Vulgaris Oil', 'Organic Panax Ginseng Oil', 'Organic Pulmonaria Officinalis Oil', 'Pinus Palustris Essential Oil', 'Linum Usitatissimum (Linseed) Seed Oil', 'Benzyl Alcohol', 'Sorbic Acid', 'Benzoic Acid', 'Citric Acid', 'Parfum']",BANIA AGAFII ODŻYWCZO-REGENERACYJNY BALSAM – do włosów cienkich,H
48,['Tilia Flower Herbs'],"Dary Natury – kwiat lipy, na nawilżające płukanki DIY",H
49,"['Glycerin', 'Water (Aqua/Eau)', 'Butylene Glycol', 'PEG-8', 'PPG-5-Ceteth-20', 'Parfum', 'Phenoxyethanol', 'Carbomer', 'Aminomethyl Propanol (Water Soluble)', 'Butyrospermum Parkii (Shea) Butter', 'Argania Spinosa Kernel Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Tocopheryl Acetate', 'ALEURITES MOLUCCANA (KUKUI) SEED OIL']",CANTU Dry Deny Moisture Seal Gel Oil – wygładzające serum do końcówek,H
50,"['Octyldodecanol', 'Shea Butter Ethyl Esters', 'Salvia Officinalis (Sage) Leaf Extract', 'Organic Ginkgo Biloba Extract', 'Isododecane and Hydrogenerated Tetradecenyl/Methylpentadecene', 'Aesculus Hippocastanum Extract', 'Zingiber Officinale Extract', 'Aniba Rosaeodora Essential Oil', 'Geranium Essential Oil', 'Tocopherol', 'Perfume', 'Linalool', 'Citronellol', 'Limonene', 'Geraniol', 'Eugenol', 'Citral']",ECO LABORATORIE KARITE SPA – olej fluid do suchych włosów,H
51,"['Aqua', 'Cetearyl Alcohol', 'Glycerin', 'Behenamidopropyl Dimethylamine', 'Isopropyl Palmitate', 'Cucurbita Pepo (Pumpkin) Seed Oil', 'Triticum Vulgare Bran Extract', 'Avena Sativa Kernel Extract', 'Butyrospermum Parkii (Shea) Butter', 'Maltooligosyl Glucoside', 'Hydrogenated Starch Hydrolysate', 'Cetrimonium Chloride', 'Lactic Acid', 'Parfum', 'Sodium Benzoate', 'Potassium Sorbate', 'Limonene', 'Linalool', 'Butylphenyl\xa0Methylpropional']","ELFA PHARM VIS PLANTIS PESTKI DYNI ODŻYWKA DO WŁOSÓW OSŁABIONYCH ZABIEGAMI STYLIZACYJNYMI – humektantowa, nawilżająca z olejem z pestek dyni, pszenicą i owsem",H
52,"['Aqua/Water/Eau', 'Glycerin', 'Hydroxyethylcellulose', 'Betaine', 'Aloe Barbadensis (Aloe Vera) Leaf Extract', 'Sodium Benzoate', 'Potassium Sorbate', 'Erythorbic Acid', 'Citric Acid', 'Pectin', 'Beta Vulgaris (Beet) Root Extract', 'Xanthan Gum', 'Tocopheryl Acetate', 'Fragrance/Parfum (Coumarin)', 'Limonene', 'Phenoxyethanol', 'Caprylyl Glycol']",AS I AM CURLING JELLY CURL AND COIL DEFINER – żel do stylizacji,H
53,"['Arctium Lappa Root (Burdock) Powder', 'Taraxacum Officinale Root Powder', 'Camellia Sinensis Leaf Powder', 'Achillea Millefolium Flower Powder', 'Althaea Officinalis (Marshmallow) Root Powder', 'Tussilago Farfara Leaf Powder']","Phitofilos, Arte D’Erbe, Impacco Seboequilibrante – mieszanka ziół, redukcja przetłuszczania i wzmocnienie włosów",H
54,['Citrus Aurantifolia Flower Water'],Natura Receptura – odświeżający hydrolat neroli – z kwiatów gorzkiej pomarańczy,H
55,"['Aloe Barbadensis (Aloe Vera) Leaf Juice', 'Aqua', 'Macadamia Ternifolia Seed Oil', 'Persea Gratissima (Avocado) Seed Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Ricinus Communis (Castor) Seed Oil', 'behenetrimonium methosulfate and cetearyl alcohol(BTMS)', 'Camellia Sinensis (Green Tea) Leaf Extract', 'Panthenol (Vitamin B-5)', 'Ulmus Fulva (Slippery Elm) Bark Extract', 'Ascorbic Acid (Vitamin C)', 'Tocopherol Acetate (Vitamin E)', 'phenoxyethanol/caprylyl glycol(optiphen)', 'Sorbic Acid', 'Parfum', 'LOVE']",CAMILLE ROSE NATURALS Aloe Whipped Butter Gel – aksamitny żel do loków i fal,H
56,"['Aqua', 'Illite', 'Rose Clay (Kaolin)', 'Kaolin (White Clay)', 'Cetearyl Alcohol', 'Illite (Olea Clay)', 'Emblica Officinalis (Amla) Fruit Extract', 'Citrus Aurantium Amara (Orange) Flower Extract', 'Prunus Armeniaca (Apricot) Fruit Extract', 'Behentrimonium Chloride', 'Vegetable Glycerin', 'Butyrospermum Parkii (Shea) Butter', 'Caprylic/Capric Triglyceride', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'behentrimonium methosulfate', 'Quaternium-87', 'Benzyl Alcohol', 'Ethylhexylglycerin', 'Silk Amino Acids', 'Panthenol', 'Tocopherol Acetate (Vitamin E)', 'Perfume', 'Hydroxyethylcellulose', 'Polyquaternium-10', 'Citric Acid', 'Potassium Sorbate', 'Sodium Benzoate']",CAFE MIMI 3 GLINKI – maska do włosów tłustych u nasady,H
57,['Niacinamide'],"Calaya – niacynamid, nawilżająco-kojąca witamina B3",H
58,['Malva Silvestris Flower'],"Dary Natury – kwiat ślazu dzikiego, na nawilżąjce mgiełki i płukanki",H
